GL_ID,date,year,month,ERA5_temp_K,ERA5_temp_C
GL086863E27760N,2015-08,2015,8,276.1468916862242,2.9968916862242168
GL086863E27760N,2015-09,2015,9,275.0558901892768,1.9058901892768176
GL086863E27760N,2015-10,2015,10,269.5469909585932,-3.6030090414067786
GL086863E27760N,2015-11,2015,11,265.84717180464,-7.30282819535995
GL086863E27760N,2015-12,2015,12,262.13547263606904,-11.014527363930938
GL086863E27760N,2016-01,2016,1,259.2284306762039,-13.921569323796064
GL086863E27760N,2016-02,2016,2,262.3710790392996,-10.77892096070036
GL086863E27760N,2016-03,2016,3,264.48695968299785,-8.663040317002128
GL086863E27760N,2016-04,2016,4,268.56912439134385,-4.580875608656129
GL086863E27760N,2016-05,2016,5,271.5353436418759,-1.6146563581240798
GL086863E27760N,2016-06,2016,6,275.7810249540541,2.631024954054112
GL086863E27760N,2016-07,2016,7,276.44686280527424,3.296862805274259
GL086863E27760N,2016-08,2016,8,276.1228850169848,2.972885016984833
GL086863E27760N,2016-09,2016,9,275.0893209881253,1.9393209881253028
GL086863E27760N,2016-10,2016,10,271.16020721517583,-1.9897927848241463
GL086863E27760N,2016-11,2016,11,266.83294031355115,-6.317059686448829
GL086863E27760N,2016-12,2016,12,266.3816547803981,-6.768345219601827
GL086863E27760N,2017-01,2017,1,258.7126943116547,-14.437305688345305
